
:CDEC data from SACRAMENTO RIVER AT KESWICK
.A KWK 20170214 PS DH1200 /QRH 79500 
.A KWK 20170214 PS DH1300 /QRH 79700 
.A KWK 20170214 PS DH1400 /QRH 79500 
.A KWK 20170214 PS DH1500 /QRH 79100 
.A KWK 20170214 PS DH1600 /QRH 79700 
.A KWK 20170214 PS DH1700 /QRH 79700 
.A KWK 20170214 PS DH1800 /QRH 79700 
.A KWK 20170214 PS DH1900 /QRH 81500 
.A KWK 20170214 PS DH2000 /QRH 82100 
.A KWK 20170214 PS DH2100 /QRH 79500 
.A KWK 20170214 PS DH2200 /QRH 77600 
.A KWK 20170214 PS DH2300 /QRH 77100 
.A KWK 20170215 PS DH0000 /QRH 75800 
.A KWK 20170215 PS DH0100 /QRH 77200 
.A KWK 20170215 PS DH0200 /QRH 76300 
.A KWK 20170215 PS DH0300 /QRH 75900 
.A KWK 20170215 PS DH0400 /QRH 76300 
.A KWK 20170215 PS DH0500 /QRH 77000 
.A KWK 20170215 PS DH0600 /QRH 77900 
.A KWK 20170215 PS DH0700 /QRH 76400 
.A KWK 20170215 PS DH0800 /QRH 76700 
.A KWK 20170215 PS DH0900 /QRH 75100 
.A KWK 20170215 PS DH1000 /QRH 74000 
.A KWK 20170215 PS DH1100 /QRH 72100 
.A KWK 20170215 PS DH1200 /QRH 70200 
.A KWK 20170215 PS DH1300 /QRH 65800 
.A KWK 20170215 PS DH1400 /QRH 65900 
.A KWK 20170215 PS DH1500 /QRH 64200 
.A KWK 20170215 PS DH1600 /QRH 64300 
.A KWK 20170215 PS DH1700 /QRH 62800 
.A KWK 20170215 PS DH1800 /QRH 60300 
.A KWK 20170215 PS DH1900 /QRH 60100 
.A KWK 20170215 PS DH2000 /QRH 56600 
.A KWK 20170215 PS DH2100 /QRH 54300 
.A KWK 20170215 PS DH2200 /QRH 52500 
.A KWK 20170215 PS DH2300 /QRH 50900 
.A KWK 20170216 PS DH0000 /QRH 49100 
.A KWK 20170216 PS DH0100 /QRH 48600 
.A KWK 20170216 PS DH0200 /QRH 48600 
.A KWK 20170216 PS DH0300 /QRH 48400 
.A KWK 20170216 PS DH0400 /QRH 48600 
.A KWK 20170216 PS DH0500 /QRH 48000 
.A KWK 20170216 PS DH0600 /QRH 48700 
.A KWK 20170216 PS DH0700 /QRH 49000 
.A KWK 20170216 PS DH0800 /QRH 49600 
.A KWK 20170216 PS DH0900 /QRH 48900 
.A KWK 20170216 PS DH1000 /QRH 49300 
.A KWK 20170216 PS DH1100 /QRH 48800 
.A KWK 20170216 PS DH1200 /QRH 49100 
.A KWK 20170216 PS DH1300 /QRH 49300 
.A KWK 20170216 PS DH1400 /QRH 49300 
.A KWK 20170216 PS DH1500 /QRH 49400 
.A KWK 20170216 PS DH1600 /QRH 49400 
.A KWK 20170216 PS DH1700 /QRH 50100 
.A KWK 20170216 PS DH1800 /QRH 50000 
.A KWK 20170216 PS DH1900 /QRH 49800 
.A KWK 20170216 PS DH2000 /QRH 50000 
.A KWK 20170216 PS DH2100 /QRH 49300 
.A KWK 20170216 PS DH2200 /QRH 48900 
.A KWK 20170216 PS DH2300 /QRH 48800 
.A KWK 20170217 PS DH0000 /QRH 48200 
.A KWK 20170217 PS DH0100 /QRH 48300 
.A KWK 20170217 PS DH0200 /QRH 48600 
.A KWK 20170217 PS DH0300 /QRH 49300 
.A KWK 20170217 PS DH0400 /QRH 49800 
.A KWK 20170217 PS DH0500 /QRH 51400 
.A KWK 20170217 PS DH0600 /QRH 52300 
.A KWK 20170217 PS DH0700 /QRH 55800 
.A KWK 20170217 PS DH0800 /QRH 59400 
.A KWK 20170217 PS DH0900 /QRH 61500 
.A KWK 20170217 PS DH1000 /QRH 64400 
.A KWK 20170217 PS DH1100 /QRH 64600 
.A KWK 20170217 PS DH1200 /QRH 63800 
.A KWK 20170217 PS DH1300 /QRH 63900 
.A KWK 20170217 PS DH1400 /QRH 63700 
.A KWK 20170217 PS DH1500 /QRH 64800 
.A KWK 20170217 PS DH1600 /QRH 63300 
.A KWK 20170217 PS DH1700 /QRH 62300 
.A KWK 20170217 PS DH1800 /QRH 58100 
.A KWK 20170217 PS DH1900 /QRH 56500 
.A KWK 20170217 PS DH2000 /QRH 55600 
.A KWK 20170217 PS DH2100 /QRH 54000 
.A KWK 20170217 PS DH2200 /QRH 52400 
.A KWK 20170217 PS DH2300 /QRH 50800 
.A KWK 20170218 PS DH0000 /QRH 48600 
.A KWK 20170218 PS DH0100 /QRH 48200 
.A KWK 20170218 PS DH0200 /QRH 48300 
.A KWK 20170218 PS DH0300 /QRH 49100 
.A KWK 20170218 PS DH0400 /QRH 48300 
.A KWK 20170218 PS DH0500 /QRH 48500 
.A KWK 20170218 PS DH0600 /QRH 48000 
.A KWK 20170218 PS DH0700 /QRH 48000 
.A KWK 20170218 PS DH0800 /QRH 48100 
.A KWK 20170218 PS DH0900 /QRH 48800 
.A KWK 20170218 PS DH1000 /QRH 48300 
.A KWK 20170218 PS DH1100 /QRH 48500 
.A KWK 20170218 PS DH1200 /QRH 48800 
.A KWK 20170218 PS DH1300 /QRH 48600 
.A KWK 20170218 PS DH1400 /QRH 48700 
.A KWK 20170218 PS DH1500 /QRH 48900 
.A KWK 20170218 PS DH1600 /QRH 49100 
.A KWK 20170218 PS DH1700 /QRH 48700 
.A KWK 20170218 PS DH1800 /QRH 48800 
.A KWK 20170218 PS DH1900 /QRH 48900 
.A KWK 20170218 PS DH2000 /QRH 48900 
.A KWK 20170218 PS DH2100 /QRH 48900 
.A KWK 20170218 PS DH2200 /QRH 48900 
.A KWK 20170218 PS DH2300 /QRH 48800 
.A KWK 20170219 PS DH0000 /QRH 49200 
.A KWK 20170219 PS DH0100 /QRH 49100 
.A KWK 20170219 PS DH0200 /QRH 48700 
.A KWK 20170219 PS DH0300 /QRH 49100 
.A KWK 20170219 PS DH0400 /QRH 49400 
.A KWK 20170219 PS DH0500 /QRH 48800 
.A KWK 20170219 PS DH0600 /QRH 49000 
.A KWK 20170219 PS DH0700 /QRH 48700 
.A KWK 20170219 PS DH0800 /QRH 48800 
.A KWK 20170219 PS DH0900 /QRH 48700 
.A KWK 20170219 PS DH1000 /QRH 49200 
.A KWK 20170219 PS DH1100 /QRH 47800 
.A KWK 20170219 PS DH1200 /QRH 48100 
.A KWK 20170219 PS DH1300 /QRH 48300 
.A KWK 20170219 PS DH1400 /QRH 48000 
.A KWK 20170219 PS DH1500 /QRH 48200 
.A KWK 20170219 PS DH1600 /QRH 48300 
.A KWK 20170219 PS DH1700 /QRH 48000 
.A KWK 20170219 PS DH1800 /QRH 47500 
.A KWK 20170219 PS DH1900 /QRH 47700 
.A KWK 20170219 PS DH2000 /QRH 47500 
.A KWK 20170219 PS DH2100 /QRH 46000 
.A KWK 20170219 PS DH2200 /QRH 45500 
.A KWK 20170219 PS DH2300 /QRH 43900 
.A KWK 20170220 PS DH0000 /QRH 42600 
.A KWK 20170220 PS DH0100 /QRH 40100 
.A KWK 20170220 PS DH0200 /QRH 38400 
.A KWK 20170220 PS DH0300 /QRH 37200 
.A KWK 20170220 PS DH0400 /QRH 35700 
.A KWK 20170220 PS DH0500 /QRH 33800 
.A KWK 20170220 PS DH0600 /QRH 32600 
.A KWK 20170220 PS DH0700 /QRH 30000 
.A KWK 20170220 PS DH0800 /QRH 28300 
.A KWK 20170220 PS DH0900 /QRH 26500 
.A KWK 20170220 PS DH1000 /QRH 26700 
.A KWK 20170220 PS DH1100 /QRH 27100 
.A KWK 20170220 PS DH1200 /QRH 26800 
.A KWK 20170220 PS DH1300 /QRH 26400 
.A KWK 20170220 PS DH1400 /QRH 26500 
.A KWK 20170220 PS DH1500 /QRH 26400 
.A KWK 20170220 PS DH1600 /QRH 26900 
.A KWK 20170220 PS DH1700 /QRH 26400 
.A KWK 20170220 PS DH1800 /QRH 26500 
.A KWK 20170220 PS DH1900 /QRH 26500 
.A KWK 20170220 PS DH2000 /QRH 26800 
.A KWK 20170220 PS DH2100 /QRH 26200 
.A KWK 20170220 PS DH2200 /QRH 26300 
.A KWK 20170220 PS DH2300 /QRH 26400 
.A KWK 20170221 PS DH0000 /QRH 26100 
.A KWK 20170221 PS DH0100 /QRH 26300 
.A KWK 20170221 PS DH0200 /QRH 26400 
.A KWK 20170221 PS DH0300 /QRH 26400 
.A KWK 20170221 PS DH0400 /QRH 26200 
.A KWK 20170221 PS DH0500 /QRH 26300 
.A KWK 20170221 PS DH0600 /QRH 26600 
.A KWK 20170221 PS DH0700 /QRH 26100 
.A KWK 20170221 PS DH0800 /QRH 26700 
.A KWK 20170221 PS DH0900 /QRH 26400 
.A KWK 20170221 PS DH1000 /QRH 26500 
.A KWK 20170221 PS DH1100 /QRH 26900 
.A KWK 20170221 PS DH1200 /QRH 29800 
.A KWK 20170221 PS DH1300 /QRH 32000 
.A KWK 20170221 PS DH1400 /QRH 38300 
.A KWK 20170221 PS DH1500 /QRH 40500 
.A KWK 20170221 PS DH1600 /QRH 40600 
.A KWK 20170221 PS DH1700 /QRH 40300 
.A KWK 20170221 PS DH1800 /QRH 40700 
.A KWK 20170221 PS DH1900 /QRH 42000 
.A KWK 20170221 PS DH2000 /QRH 42200 
.A KWK 20170221 PS DH2100 /QRH 41900 
.A KWK 20170221 PS DH2200 /QRH 41900 
.A KWK 20170221 PS DH2300 /QRH 42500 
.A KWK 20170222 PS DH0000 /QRH 41600 
.A KWK 20170222 PS DH0100 /QRH 41600 
.A KWK 20170222 PS DH0200 /QRH 41600 
.A KWK 20170222 PS DH0300 /QRH 41500 
.A KWK 20170222 PS DH0400 /QRH 41700 
.A KWK 20170222 PS DH0500 /QRH 44900 
.A KWK 20170222 PS DH0600 /QRH 48500 
.A KWK 20170222 PS DH0700 /QRH 49700 
.A KWK 20170222 PS DH0800 /QRH 55400 
.A KWK 20170222 PS DH0900 /QRH 61600 
.A KWK 20170222 PS DH1000 /QRH 66400 
.A KWK 20170222 PS DH1100 /QRH 66400 
.A KWK 20170222 PS DH1200 /QRH 69500 
.A KWK 20170222 PS DH1300 /QRH 69900 
.A KWK 20170222 PS DH1400 /QRH 69200 
.A KWK 20170222 PS DH1500 /QRH 69600 
.A KWK 20170222 PS DH1600 /QRH 70900 
.A KWK 20170222 PS DH1700 /QRH 70600 
.A KWK 20170222 PS DH1800 /QRH 70500 
.A KWK 20170222 PS DH1900 /QRH 71000 
.A KWK 20170222 PS DH2000 /QRH 70100 
.A KWK 20170222 PS DH2100 /QRH 71000 
.A KWK 20170222 PS DH2200 /QRH 70400 
.A KWK 20170222 PS DH2300 /QRH 69800 
.A KWK 20170223 PS DH0000 /QRH 71000 
.A KWK 20170223 PS DH0100 /QRH 70100 
.A KWK 20170223 PS DH0200 /QRH 70500 
.A KWK 20170223 PS DH0300 /QRH 70400 
.A KWK 20170223 PS DH0400 /QRH 70600 
.A KWK 20170223 PS DH0500 /QRH 70400 
.A KWK 20170223 PS DH0600 /QRH 70600 
.A KWK 20170223 PS DH0700 /QRH 70000 
.A KWK 20170223 PS DH0800 /QRH 69600 
.A KWK 20170223 PS DH0900 /QRH 69500 
.A KWK 20170223 PS DH1000 /QRH 69100 
.A KWK 20170223 PS DH1100 /QRH 67900 
.A KWK 20170223 PS DH1200 /QRH 68600 
.A KWK 20170223 PS DH1300 /QRH 67700 
.A KWK 20170223 PS DH1400 /QRH 67400 
.A KWK 20170223 PS DH1500 /QRH 66700 
.A KWK 20170223 PS DH1600 /QRH 67400 
.A KWK 20170223 PS DH1700 /QRH 68200 
.A KWK 20170223 PS DH1800 /QRH 67700 
.A KWK 20170223 PS DH1900 /QRH 70100 
.A KWK 20170223 PS DH2000 /QRH 69000 
.A KWK 20170223 PS DH2100 /QRH 69400 
.A KWK 20170223 PS DH2200 /QRH 70000 
.A KWK 20170223 PS DH2300 /QRH 71900 
.A KWK 20170224 PS DH0000 /QRH 68400 
.A KWK 20170224 PS DH0100 /QRH 71300 
.A KWK 20170224 PS DH0200 /QRH 70000 
.A KWK 20170224 PS DH0300 /QRH 71200 
.A KWK 20170224 PS DH0400 /QRH 69400 
.A KWK 20170224 PS DH0500 /QRH 69800 
.A KWK 20170224 PS DH0600 /QRH 70500 
.A KWK 20170224 PS DH0700 /QRH 70300 
.A KWK 20170224 PS DH0800 /QRH 70100 
.A KWK 20170224 PS DH0900 /QRH 69900 
.A KWK 20170224 PS DH1000 /QRH 71000 
.A KWK 20170224 PS DH1100 /QRH 69500 
.A KWK 20170224 PS DH1200 /QRH 70200 
.A KWK 20170224 PS DH1300 /QRH 68600 
.A KWK 20170224 PS DH1400 /QRH 70300 
.A KWK 20170224 PS DH1500 /QRH 69800 
.A KWK 20170224 PS DH1600 /QRH 70600 
.A KWK 20170224 PS DH1700 /QRH 71200 
.A KWK 20170224 PS DH1800 /QRH 70500 
.A KWK 20170224 PS DH1900 /QRH 71600 
.A KWK 20170224 PS DH2000 /QRH 72700 
.A KWK 20170224 PS DH2100 /QRH 71400 
.A KWK 20170224 PS DH2200 /QRH 71100 
.A KWK 20170224 PS DH2300 /QRH 71500 
.A KWK 20170225 PS DH0000 /QRH 71500 
.A KWK 20170225 PS DH0100 /QRH 70800 
.A KWK 20170225 PS DH0200 /QRH 70900 
.A KWK 20170225 PS DH0300 /QRH 69200 
.A KWK 20170225 PS DH0400 /QRH 69900 
.A KWK 20170225 PS DH0500 /QRH 68900 
.A KWK 20170225 PS DH0600 /QRH 69400 
.A KWK 20170225 PS DH0700 /QRH 69900 
.A KWK 20170225 PS DH0800 /QRH 69800 
.A KWK 20170225 PS DH0900 /QRH 70100 
.A KWK 20170225 PS DH1000 /QRH 70100 
.A KWK 20170225 PS DH1100 /QRH 70800 
.A KWK 20170225 PS DH1200 /QRH 70300 
.A KWK 20170225 PS DH1300 /QRH 70400 
.A KWK 20170225 PS DH1400 /QRH 71000 
.A KWK 20170225 PS DH1500 /QRH 71000 
.A KWK 20170225 PS DH1600 /QRH 70700 
.A KWK 20170225 PS DH1700 /QRH 69400 
.A KWK 20170225 PS DH1800 /QRH 70200 
.A KWK 20170225 PS DH1900 /QRH 69100 
.A KWK 20170225 PS DH2000 /QRH 69600 
.A KWK 20170225 PS DH2100 /QRH 71200 
.A KWK 20170225 PS DH2200 /QRH 69700 
.A KWK 20170225 PS DH2300 /QRH 70300 
.A KWK 20170226 PS DH0000 /QRH 70200 
.A KWK 20170226 PS DH0100 /QRH 68900 
.A KWK 20170226 PS DH0200 /QRH 70100 
.A KWK 20170226 PS DH0300 /QRH 68700 
.A KWK 20170226 PS DH0400 /QRH 70600 
.A KWK 20170226 PS DH0500 /QRH 70500 
.A KWK 20170226 PS DH0600 /QRH 69900 
.A KWK 20170226 PS DH0700 /QRH 69900 
.A KWK 20170226 PS DH0800 /QRH 70400 
.A KWK 20170226 PS DH0900 /QRH 70100 
.A KWK 20170226 PS DH1000 /QRH 69800 
.A KWK 20170226 PS DH1100 /QRH 67400 
.A KWK 20170226 PS DH1200 /QRH 69200 
.A KWK 20170226 PS DH1300 /QRH 70400 
.A KWK 20170226 PS DH1400 /QRH 70600 
.A KWK 20170226 PS DH1500 /QRH 71400 
.A KWK 20170226 PS DH1600 /QRH 71400 
.A KWK 20170226 PS DH1700 /QRH 70700 
.A KWK 20170226 PS DH1800 /QRH 71600 
.A KWK 20170226 PS DH1900 /QRH 70700 
.A KWK 20170226 PS DH2000 /QRH 70400 
.A KWK 20170226 PS DH2100 /QRH 70200 
.A KWK 20170226 PS DH2200 /QRH 69900 
.A KWK 20170226 PS DH2300 /QRH 70300 
.A KWK 20170227 PS DH0000 /QRH 70600 
.A KWK 20170227 PS DH0100 /QRH 70500 
.A KWK 20170227 PS DH0200 /QRH 70400 
.A KWK 20170227 PS DH0300 /QRH 69700 
.A KWK 20170227 PS DH0400 /QRH 71100 
.A KWK 20170227 PS DH0500 /QRH 70700 
.A KWK 20170227 PS DH0600 /QRH 69900 
.A KWK 20170227 PS DH0700 /QRH 71600 
.A KWK 20170227 PS DH0800 /QRH 69400 
.A KWK 20170227 PS DH0900 /QRH 70800 
.A KWK 20170227 PS DH1000 /QRH 69400 
.A KWK 20170227 PS DH1100 /QRH 70300 
.A KWK 20170227 PS DH1200 /QRH 69100 
.A KWK 20170227 PS DH1300 /QRH 70100 
.A KWK 20170227 PS DH1400 /QRH 68700 
.A KWK 20170227 PS DH1500 /QRH 69800 
.A KWK 20170227 PS DH1600 /QRH 68500 
.A KWK 20170227 PS DH1700 /QRH 68600 
.A KWK 20170227 PS DH1800 /QRH 69800 
.A KWK 20170227 PS DH1900 /QRH 70900 
.A KWK 20170227 PS DH2000 /QRH 69800 
.A KWK 20170227 PS DH2100 /QRH 69900 
.A KWK 20170227 PS DH2200 /QRH 70900 
.A KWK 20170227 PS DH2300 /QRH 70000 
.A KWK 20170228 PS DH0000 /QRH 69900 
.A KWK 20170228 PS DH0100 /QRH 70300 
.A KWK 20170228 PS DH0200 /QRH 69900 
.A KWK 20170228 PS DH0300 /QRH 69900 
.A KWK 20170228 PS DH0400 /QRH 70300 
.A KWK 20170228 PS DH0500 /QRH 69200 
.A KWK 20170228 PS DH0600 /QRH 70600 
.A KWK 20170228 PS DH0700 /QRH 70900 
.A KWK 20170228 PS DH0800 /QRH 72600 
.A KWK 20170228 PS DH0900 /QRH 71700 
.A KWK 20170228 PS DH1000 /QRH 73400 
.A KWK 20170228 PS DH1100 /QRH 72200 
.A KWK 20170228 PS DH1200 /QRH 71900 
.A KWK 20170228 PS DH1300 /QRH 70100 
.A KWK 20170228 PS DH1400 /QRH 71800 
.A KWK 20170228 PS DH1500 /QRH 70600 
.A KWK 20170228 PS DH1600 /QRH 70300 
.A KWK 20170228 PS DH1700 /QRH 69400 
.A KWK 20170228 PS DH1800 /QRH 70100 
.A KWK 20170228 PS DH1900 /QRH 70100 
.A KWK 20170228 PS DH2000 /QRH 69600 
.A KWK 20170228 PS DH2100 /QRH 70200 
.A KWK 20170228 PS DH2200 /QRH 70100 
.A KWK 20170228 PS DH2300 /QRH 69400 
.A KWK 20170301 PS DH0000 /QRH 70100 
.A KWK 20170301 PS DH0100 /QRH 70800 
.A KWK 20170301 PS DH0200 /QRH 69900 
.A KWK 20170301 PS DH0300 /QRH 68200 
.A KWK 20170301 PS DH0400 /QRH 70900 
.A KWK 20170301 PS DH0500 /QRH 70800 
.A KWK 20170301 PS DH0600 /QRH 70300 
.A KWK 20170301 PS DH0700 /QRH 69600 
.A KWK 20170301 PS DH0800 /QRH 70100 
.A KWK 20170301 PS DH0900 /QRH 69500 
.A KWK 20170301 PS DH1000 /QRH 68900 
.A KWK 20170301 PS DH1100 /QRH 69200 
.A KWK 20170301 PS DH1200 /QRH 69600 
.A KWK 20170301 PS DH1300 /QRH 69400 
.A KWK 20170301 PS DH1400 /QRH 69900 
.A KWK 20170301 PS DH1500 /QRH 70200 
.A KWK 20170301 PS DH1600 /QRH 69400 
.A KWK 20170301 PS DH1700 /QRH 71400 
.A KWK 20170301 PS DH1800 /QRH 71500 
.A KWK 20170301 PS DH1900 /QRH 69400 
.A KWK 20170301 PS DH2000 /QRH 66800 
.A KWK 20170301 PS DH2100 /QRH 66300 
.A KWK 20170301 PS DH2200 /QRH 64500 
.A KWK 20170301 PS DH2300 /QRH 63400 
.A KWK 20170302 PS DH0000 /QRH 63600 
.A KWK 20170302 PS DH0100 /QRH 60200 
.A KWK 20170302 PS DH0200 /QRH 59600 
.A KWK 20170302 PS DH0300 /QRH 60000 
.A KWK 20170302 PS DH0400 /QRH 61100 
.A KWK 20170302 PS DH0500 /QRH 60100 
.A KWK 20170302 PS DH0600 /QRH 60800 
.A KWK 20170302 PS DH0700 /QRH 60000 
.A KWK 20170302 PS DH0800 /QRH 59900 
.A KWK 20170302 PS DH0900 /QRH 60000 
.A KWK 20170302 PS DH1000 /QRH 59400 
.A KWK 20170302 PS DH1100 /QRH 59300 
.A KWK 20170302 PS DH1200 /QRH 60000 
.A KWK 20170302 PS DH1300 /QRH 59200 
.A KWK 20170302 PS DH1400 /QRH 60200 
.A KWK 20170302 PS DH1500 /QRH 59500 
.A KWK 20170302 PS DH1600 /QRH 59600 
.A KWK 20170302 PS DH1700 /QRH 59400 
.A KWK 20170302 PS DH1800 /QRH 60000 
.A KWK 20170302 PS DH1900 /QRH 58900 
.A KWK 20170302 PS DH2000 /QRH 57400 
.A KWK 20170302 PS DH2100 /QRH 54900 
.A KWK 20170302 PS DH2200 /QRH 53600 
.A KWK 20170302 PS DH2300 /QRH 52700 
.A KWK 20170303 PS DH0000 /QRH 51100 
.A KWK 20170303 PS DH0100 /QRH 50800 
.A KWK 20170303 PS DH0200 /QRH 50200 
.A KWK 20170303 PS DH0300 /QRH 50000 
.A KWK 20170303 PS DH0400 /QRH 49700 
.A KWK 20170303 PS DH0500 /QRH 50500 
.A KWK 20170303 PS DH0600 /QRH 50900 
.A KWK 20170303 PS DH0700 /QRH 50200 
.A KWK 20170303 PS DH0800 /QRH 49800 
.A KWK 20170303 PS DH0900 /QRH 50500 
.A KWK 20170303 PS DH1000 /QRH 50000 
.A KWK 20170303 PS DH1100 /QRH 49700 
.A KWK 20170303 PS DH1200 /QRH 50000 
.A KWK 20170303 PS DH1300 /QRH 50100 
.A KWK 20170303 PS DH1400 /QRH 51100 
.A KWK 20170303 PS DH1500 /QRH 49900 
.A KWK 20170303 PS DH1600 /QRH 50300 
.A KWK 20170303 PS DH1700 /QRH 50700 
.A KWK 20170303 PS DH1800 /QRH 50800 
.A KWK 20170303 PS DH1900 /QRH 49400 
.A KWK 20170303 PS DH2000 /QRH 48500 
.A KWK 20170303 PS DH2100 /QRH 47200 
.A KWK 20170303 PS DH2200 /QRH 46400 
.A KWK 20170303 PS DH2300 /QRH 44800 
.A KWK 20170304 PS DH0000 /QRH 44400 
.A KWK 20170304 PS DH0100 /QRH 43500 
.A KWK 20170304 PS DH0200 /QRH 43100 
.A KWK 20170304 PS DH0300 /QRH 43200 
.A KWK 20170304 PS DH0400 /QRH 43200 
.A KWK 20170304 PS DH0500 /QRH 43000 
.A KWK 20170304 PS DH0600 /QRH 42800 
.A KWK 20170304 PS DH0700 /QRH 42800 
.A KWK 20170304 PS DH0800 /QRH 43000 
.A KWK 20170304 PS DH0900 /QRH 42900 
.A KWK 20170304 PS DH1000 /QRH 42900 
.A KWK 20170304 PS DH1100 /QRH 42700 
.A KWK 20170304 PS DH1200 /QRH 42800 
.A KWK 20170304 PS DH1300 /QRH 43100 
.A KWK 20170304 PS DH1400 /QRH 43000 
.A KWK 20170304 PS DH1500 /QRH 42800 
.A KWK 20170304 PS DH1600 /QRH 43000 
.A KWK 20170304 PS DH1700 /QRH 43300 
.A KWK 20170304 PS DH1800 /QRH 42700 
.A KWK 20170304 PS DH1900 /QRH 43700 
.A KWK 20170304 PS DH2000 /QRH 41300 
.A KWK 20170304 PS DH2100 /QRH 40400 
.A KWK 20170304 PS DH2200 /QRH 39100 
.A KWK 20170304 PS DH2300 /QRH 39300 
.A KWK 20170305 PS DH0000 /QRH 37900 
.A KWK 20170305 PS DH0100 /QRH 37800 
.A KWK 20170305 PS DH0200 /QRH 37500 
.A KWK 20170305 PS DH0300 /QRH 37200 
.A KWK 20170305 PS DH0400 /QRH 37100 
.A KWK 20170305 PS DH0500 /QRH 36900 
.A KWK 20170305 PS DH0600 /QRH 36700 
.A KWK 20170305 PS DH0700 /QRH 36900 
.A KWK 20170305 PS DH0800 /QRH 37000 
.A KWK 20170305 PS DH0900 /QRH 36700 
.A KWK 20170305 PS DH1000 /QRH 37000 
.A KWK 20170305 PS DH1100 /QRH 36700 
.A KWK 20170305 PS DH1200 /QRH 36700 
.A KWK 20170305 PS DH1300 /QRH 36500 
.A KWK 20170305 PS DH1400 /QRH 36600 
.A KWK 20170305 PS DH1500 /QRH 36600 
.A KWK 20170305 PS DH1600 /QRH 36500 
.A KWK 20170305 PS DH1700 /QRH 36300 
.A KWK 20170305 PS DH1800 /QRH 36400 
.A KWK 20170305 PS DH1900 /QRH 36500 
.A KWK 20170305 PS DH2000 /QRH 35300 
.A KWK 20170305 PS DH2100 /QRH 34700 
.A KWK 20170305 PS DH2200 /QRH 34100 
.A KWK 20170305 PS DH2300 /QRH 33300 
.A KWK 20170306 PS DH0000 /QRH 32400 
.A KWK 20170306 PS DH0100 /QRH 31200 
.A KWK 20170306 PS DH0200 /QRH 31200 
.A KWK 20170306 PS DH0300 /QRH 31200 
.A KWK 20170306 PS DH0400 /QRH 31100 
.A KWK 20170306 PS DH0500 /QRH 31300 
.A KWK 20170306 PS DH0600 /QRH 31000 
.A KWK 20170306 PS DH0700 /QRH 31300 
.A KWK 20170306 PS DH0800 /QRH 31500 
.A KWK 20170306 PS DH0900 /QRH 31600 
.A KWK 20170306 PS DH1000 /QRH 31700 
.A KWK 20170306 PS DH1100 /QRH 31400 
.A KWK 20170306 PS DH1200 /QRH 31800 
.A KWK 20170306 PS DH1300 /QRH 31500 
.A KWK 20170306 PS DH1400 /QRH 31600 
.A KWK 20170306 PS DH1500 /QRH 31600 
.A KWK 20170306 PS DH1600 /QRH 31700 
.A KWK 20170306 PS DH1700 /QRH 31500 
.A KWK 20170306 PS DH1800 /QRH 31500 
.A KWK 20170306 PS DH1900 /QRH 31600 
.A KWK 20170306 PS DH2000 /QRH 30900 
.A KWK 20170306 PS DH2100 /QRH 29500 
.A KWK 20170306 PS DH2200 /QRH 28600 
.A KWK 20170306 PS DH2300 /QRH 27700 
.A KWK 20170307 PS DH0000 /QRH 27400 
.A KWK 20170307 PS DH0100 /QRH 26400 
.A KWK 20170307 PS DH0200 /QRH 26500 
.A KWK 20170307 PS DH0300 /QRH 26600 
.A KWK 20170307 PS DH0400 /QRH 26500 
.A KWK 20170307 PS DH0500 /QRH 26600 
.A KWK 20170307 PS DH0600 /QRH 26500 
.A KWK 20170307 PS DH0700 /QRH 26600 
.A KWK 20170307 PS DH0800 /QRH 26600 
.A KWK 20170307 PS DH0900 /QRH 26600 
.A KWK 20170307 PS DH1000 /QRH 26600 
.A KWK 20170307 PS DH1100 /QRH 26500 
.A KWK 20170307 PS DH1200 /QRH 26400 
.A KWK 20170307 PS DH1300 /QRH 26600 
.A KWK 20170307 PS DH1400 /QRH 26300 
.A KWK 20170307 PS DH1500 /QRH 26500 
.A KWK 20170307 PS DH1600 /QRH 26200 
.A KWK 20170307 PS DH1700 /QRH 26400 
.A KWK 20170307 PS DH1800 /QRH 26300 
.A KWK 20170307 PS DH1900 /QRH 26400 
.A KWK 20170307 PS DH2000 /QRH 26000 
.A KWK 20170307 PS DH2100 /QRH 25200 
.A KWK 20170307 PS DH2200 /QRH 24500 
.A KWK 20170307 PS DH2300 /QRH 23700 
.A KWK 20170308 PS DH0000 /QRH 23600 
.A KWK 20170308 PS DH0100 /QRH 23200 
.A KWK 20170308 PS DH0200 /QRH 22400 
.A KWK 20170308 PS DH0300 /QRH 22500 
.A KWK 20170308 PS DH0400 /QRH 22600 
.A KWK 20170308 PS DH0500 /QRH 22600 
.A KWK 20170308 PS DH0600 /QRH 22600 
.A KWK 20170308 PS DH0700 /QRH 22400 
.A KWK 20170308 PS DH0800 /QRH 22700 
.A KWK 20170308 PS DH0900 /QRH 22500 
.A KWK 20170308 PS DH1000 /QRH 22300 
.A KWK 20170308 PS DH1100 /QRH 22300 
.A KWK 20170308 PS DH1200 /QRH 22200 
.A KWK 20170308 PS DH1300 /QRH 22300 
.A KWK 20170308 PS DH1400 /QRH 22300 
.A KWK 20170308 PS DH1500 /QRH 22500 
.A KWK 20170308 PS DH1600 /QRH 22400 
.A KWK 20170308 PS DH1700 /QRH 22400 
.A KWK 20170308 PS DH1800 /QRH 22400 
.A KWK 20170308 PS DH1900 /QRH 22200 
.A KWK 20170308 PS DH2000 /QRH 21600 
