"agency_cd","location_id","datetime","param_cd","param_att","value"
"CDEC","KWK",2010-07-31 07:00:00,"01","river stage","14.72"
"CDEC","KWK",2010-07-31 07:15:00,"01","river stage","14.75"
"CDEC","KWK",2010-07-31 07:30:00,"01","river stage","14.62"
"CDEC","KWK",2010-07-31 07:45:00,"01","river stage","14.51"
"CDEC","KWK",2010-07-31 08:00:00,"01","river stage","14.48"
"CDEC","KWK",2010-07-31 08:15:00,"01","river stage","14.53"
"CDEC","KWK",2010-07-31 08:30:00,"01","river stage","14.72"
"CDEC","KWK",2010-07-31 08:45:00,"01","river stage","14.80"
"CDEC","KWK",2010-07-31 09:00:00,"01","river stage","14.77"
"CDEC","KWK",2010-07-31 09:15:00,"01","river stage","14.74"
"CDEC","KWK",2010-07-31 09:30:00,"01","river stage","14.76"
"CDEC","KWK",2010-07-31 09:45:00,"01","river stage","14.80"
"CDEC","KWK",2010-07-31 10:00:00,"01","river stage","14.78"
"CDEC","KWK",2010-07-31 10:15:00,"01","river stage","14.76"
"CDEC","KWK",2010-07-31 10:30:00,"01","river stage","14.74"
"CDEC","KWK",2010-07-31 10:45:00,"01","river stage","14.76"
"CDEC","KWK",2010-07-31 11:00:00,"01","river stage","14.70"
"CDEC","KWK",2010-07-31 11:15:00,"01","river stage","14.70"
"CDEC","KWK",2010-07-31 11:30:00,"01","river stage","14.73"
"CDEC","KWK",2010-07-31 11:45:00,"01","river stage","14.78"
"CDEC","KWK",2010-07-31 12:00:00,"01","river stage","14.79"
"CDEC","KWK",2010-07-31 12:15:00,"01","river stage","14.74"
"CDEC","KWK",2010-07-31 12:30:00,"01","river stage","14.78"
"CDEC","KWK",2010-07-31 12:45:00,"01","river stage","14.78"
"CDEC","KWK",2010-07-31 13:00:00,"01","river stage","14.80"
"CDEC","KWK",2010-07-31 13:15:00,"01","river stage","14.79"
"CDEC","KWK",2010-07-31 13:30:00,"01","river stage","14.79"
"CDEC","KWK",2010-07-31 13:45:00,"01","river stage","14.80"
"CDEC","KWK",2010-07-31 14:00:00,"01","river stage","14.74"
"CDEC","KWK",2010-07-31 14:15:00,"01","river stage","14.68"
"CDEC","KWK",2010-07-31 14:30:00,"01","river stage","14.57"
"CDEC","KWK",2010-07-31 14:45:00,"01","river stage","14.48"
"CDEC","KWK",2010-07-31 15:00:00,"01","river stage","14.51"
"CDEC","KWK",2010-07-31 15:15:00,"01","river stage","14.52"
"CDEC","KWK",2010-07-31 15:30:00,"01","river stage","14.53"
"CDEC","KWK",2010-07-31 15:45:00,"01","river stage","14.52"
"CDEC","KWK",2010-07-31 16:00:00,"01","river stage","14.53"
"CDEC","KWK",2010-07-31 16:15:00,"01","river stage","14.54"
"CDEC","KWK",2010-07-31 16:30:00,"01","river stage","14.57"
"CDEC","KWK",2010-07-31 16:45:00,"01","river stage","14.56"
"CDEC","KWK",2010-07-31 17:00:00,"01","river stage","14.57"
"CDEC","KWK",2010-07-31 17:15:00,"01","river stage","14.59"
"CDEC","KWK",2010-07-31 17:30:00,"01","river stage","14.57"
"CDEC","KWK",2010-07-31 17:45:00,"01","river stage","14.54"
"CDEC","KWK",2010-07-31 18:00:00,"01","river stage","14.53"
"CDEC","KWK",2010-07-31 18:15:00,"01","river stage","14.60"
"CDEC","KWK",2010-07-31 18:30:00,"01","river stage","14.58"
"CDEC","KWK",2010-07-31 18:45:00,"01","river stage","14.60"
"CDEC","KWK",2010-07-31 19:00:00,"01","river stage","14.64"
"CDEC","KWK",2010-07-31 19:15:00,"01","river stage","14.69"
"CDEC","KWK",2010-07-31 19:30:00,"01","river stage","14.71"
"CDEC","KWK",2010-07-31 19:45:00,"01","river stage","14.69"
"CDEC","KWK",2010-07-31 20:00:00,"01","river stage","14.68"
"CDEC","KWK",2010-07-31 20:15:00,"01","river stage","14.66"
"CDEC","KWK",2010-07-31 20:30:00,"01","river stage","14.67"
"CDEC","KWK",2010-07-31 20:45:00,"01","river stage","14.63"
"CDEC","KWK",2010-07-31 21:00:00,"01","river stage","14.64"
"CDEC","KWK",2010-07-31 21:15:00,"01","river stage","14.63"
"CDEC","KWK",2010-07-31 21:30:00,"01","river stage","14.53"
"CDEC","KWK",2010-07-31 21:45:00,"01","river stage","14.48"
"CDEC","KWK",2010-07-31 22:00:00,"01","river stage","14.45"
"CDEC","KWK",2010-07-31 22:15:00,"01","river stage","14.47"
"CDEC","KWK",2010-07-31 22:30:00,"01","river stage","14.46"
"CDEC","KWK",2010-07-31 22:45:00,"01","river stage","14.47"
"CDEC","KWK",2010-07-31 23:00:00,"01","river stage","14.47"
"CDEC","KWK",2010-08-31 23:00:00,"01","river stage","12.32"
"CDEC","KWK",2010-08-31 23:15:00,"01","river stage","12.35"
"CDEC","KWK",2010-08-31 23:30:00,"01","river stage","12.37"
"CDEC","KWK",2010-08-31 23:45:00,"01","river stage","12.39"
"CDEC","KWK",2010-09-01 00:00:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-01 00:15:00,"01","river stage","12.43"
"CDEC","KWK",2010-09-01 00:30:00,"01","river stage","12.44"
"CDEC","KWK",2010-09-01 00:45:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-01 01:00:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-01 01:15:00,"01","river stage","12.42"
"CDEC","KWK",2010-09-01 01:30:00,"01","river stage","12.44"
"CDEC","KWK",2010-09-01 01:45:00,"01","river stage","12.47"
"CDEC","KWK",2010-09-01 02:00:00,"01","river stage","12.57"
"CDEC","KWK",2010-09-01 02:15:00,"01","river stage","12.60"
"CDEC","KWK",2010-09-01 02:30:00,"01","river stage","12.66"
"CDEC","KWK",2010-09-01 02:45:00,"01","river stage","12.71"
"CDEC","KWK",2010-09-01 03:00:00,"01","river stage","12.69"
"CDEC","KWK",2010-09-01 03:15:00,"01","river stage","12.68"
"CDEC","KWK",2010-09-01 03:30:00,"01","river stage","12.70"
"CDEC","KWK",2010-09-01 03:45:00,"01","river stage","12.73"
"CDEC","KWK",2010-09-01 04:00:00,"01","river stage","12.72"
"CDEC","KWK",2010-09-01 04:15:00,"01","river stage","12.84"
"CDEC","KWK",2010-09-01 04:30:00,"01","river stage","12.91"
"CDEC","KWK",2010-09-01 04:45:00,"01","river stage","12.96"
"CDEC","KWK",2010-09-01 05:00:00,"01","river stage","12.94"
"CDEC","KWK",2010-09-01 05:15:00,"01","river stage","12.61"
"CDEC","KWK",2010-09-01 05:30:00,"01","river stage","12.46"
"CDEC","KWK",2010-09-01 05:45:00,"01","river stage","12.42"
"CDEC","KWK",2010-09-01 06:00:00,"01","river stage","12.36"
"CDEC","KWK",2010-09-01 06:15:00,"01","river stage","12.39"
"CDEC","KWK",2010-09-01 06:30:00,"01","river stage","12.39"
"CDEC","KWK",2010-09-01 06:45:00,"01","river stage","12.37"
"CDEC","KWK",2010-09-01 07:00:00,"01","river stage","12.36"
"CDEC","KWK",2010-09-01 07:15:00,"01","river stage","12.31"
"CDEC","KWK",2010-09-01 07:30:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-01 07:45:00,"01","river stage","12.33"
"CDEC","KWK",2010-09-01 08:00:00,"01","river stage","12.31"
"CDEC","KWK",2010-09-01 08:15:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-01 08:30:00,"01","river stage","12.29"
"CDEC","KWK",2010-09-01 08:45:00,"01","river stage","12.29"
"CDEC","KWK",2010-09-01 09:00:00,"01","river stage","12.27"
"CDEC","KWK",2010-09-01 09:15:00,"01","river stage","12.23"
"CDEC","KWK",2010-09-01 09:30:00,"01","river stage","12.25"
"CDEC","KWK",2010-09-01 09:45:00,"01","river stage","12.24"
"CDEC","KWK",2010-09-01 10:00:00,"01","river stage","12.25"
"CDEC","KWK",2010-09-01 10:15:00,"01","river stage","12.21"
"CDEC","KWK",2010-09-01 10:30:00,"01","river stage","12.23"
"CDEC","KWK",2010-09-01 10:45:00,"01","river stage","12.24"
"CDEC","KWK",2010-09-01 11:00:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-01 11:15:00,"01","river stage","12.26"
"CDEC","KWK",2010-09-01 11:30:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-01 11:45:00,"01","river stage","12.29"
"CDEC","KWK",2010-09-01 12:00:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-01 12:15:00,"01","river stage","12.23"
"CDEC","KWK",2010-09-01 12:30:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-01 12:45:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-01 13:00:00,"01","river stage","12.30"
"CDEC","KWK",2010-09-01 13:15:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-01 13:30:00,"01","river stage","12.31"
"CDEC","KWK",2010-09-01 13:45:00,"01","river stage","12.32"
"CDEC","KWK",2010-09-01 14:00:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-01 14:15:00,"01","river stage","12.42"
"CDEC","KWK",2010-09-01 14:30:00,"01","river stage","12.48"
"CDEC","KWK",2010-09-01 14:45:00,"01","river stage","12.48"
"CDEC","KWK",2010-09-01 15:00:00,"01","river stage","12.47"
"CDEC","KWK",2010-09-01 15:15:00,"01","river stage","12.47"
"CDEC","KWK",2010-09-01 15:30:00,"01","river stage","12.45"
"CDEC","KWK",2010-09-01 15:45:00,"01","river stage","12.47"
"CDEC","KWK",2010-09-01 16:00:00,"01","river stage","12.46"
"CDEC","KWK",2010-09-01 16:15:00,"01","river stage","12.44"
"CDEC","KWK",2010-09-01 16:30:00,"01","river stage","12.42"
"CDEC","KWK",2010-09-01 16:45:00,"01","river stage","12.47"
"CDEC","KWK",2010-09-01 17:00:00,"01","river stage","12.46"
"CDEC","KWK",2010-09-01 17:15:00,"01","river stage","12.46"
"CDEC","KWK",2010-09-01 17:30:00,"01","river stage","12.51"
"CDEC","KWK",2010-09-01 17:45:00,"01","river stage","12.50"
"CDEC","KWK",2010-09-01 18:00:00,"01","river stage","12.52"
"CDEC","KWK",2010-09-01 18:15:00,"01","river stage","12.52"
"CDEC","KWK",2010-09-01 18:30:00,"01","river stage","12.43"
"CDEC","KWK",2010-09-01 18:45:00,"01","river stage","12.36"
"CDEC","KWK",2010-09-01 19:00:00,"01","river stage","12.32"
"CDEC","KWK",2010-09-01 19:15:00,"01","river stage","12.29"
"CDEC","KWK",2010-09-01 19:30:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-01 19:45:00,"01","river stage","12.27"
"CDEC","KWK",2010-09-01 20:00:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-01 20:15:00,"01","river stage","12.22"
"CDEC","KWK",2010-09-01 20:30:00,"01","river stage","12.22"
"CDEC","KWK",2010-09-01 20:45:00,"01","river stage","12.20"
"CDEC","KWK",2010-09-01 21:00:00,"01","river stage","12.20"
"CDEC","KWK",2010-09-01 21:15:00,"01","river stage","12.20"
"CDEC","KWK",2010-09-01 21:30:00,"01","river stage","12.18"
"CDEC","KWK",2010-09-01 21:45:00,"01","river stage","12.14"
"CDEC","KWK",2010-09-01 22:00:00,"01","river stage","12.14"
"CDEC","KWK",2010-09-01 22:15:00,"01","river stage","12.17"
"CDEC","KWK",2010-09-01 22:30:00,"01","river stage","12.14"
"CDEC","KWK",2010-09-01 22:45:00,"01","river stage","12.10"
"CDEC","KWK",2010-09-01 23:00:00,"01","river stage","12.12"
"CDEC","KWK",2010-09-01 23:15:00,"01","river stage","12.12"
"CDEC","KWK",2010-09-01 23:30:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-01 23:45:00,"01","river stage","12.10"
"CDEC","KWK",2010-09-02 00:00:00,"01","river stage","12.09"
"CDEC","KWK",2010-09-02 00:15:00,"01","river stage","12.12"
"CDEC","KWK",2010-09-02 00:30:00,"01","river stage","12.12"
"CDEC","KWK",2010-09-02 00:45:00,"01","river stage","12.10"
"CDEC","KWK",2010-09-02 01:00:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-02 01:15:00,"01","river stage","12.04"
"CDEC","KWK",2010-09-02 01:30:00,"01","river stage","12.04"
"CDEC","KWK",2010-09-02 01:45:00,"01","river stage","12.07"
"CDEC","KWK",2010-09-02 02:00:00,"01","river stage","12.13"
"CDEC","KWK",2010-09-02 02:15:00,"01","river stage","12.20"
"CDEC","KWK",2010-09-02 02:30:00,"01","river stage","12.21"
"CDEC","KWK",2010-09-02 02:45:00,"01","river stage","12.22"
"CDEC","KWK",2010-09-02 03:00:00,"01","river stage","12.22"
"CDEC","KWK",2010-09-02 03:15:00,"01","river stage","12.26"
"CDEC","KWK",2010-09-02 03:30:00,"01","river stage","12.21"
"CDEC","KWK",2010-09-02 03:45:00,"01","river stage","12.21"
"CDEC","KWK",2010-09-02 04:00:00,"01","river stage","12.19"
"CDEC","KWK",2010-09-02 04:15:00,"01","river stage","12.15"
"CDEC","KWK",2010-09-02 04:30:00,"01","river stage","12.19"
"CDEC","KWK",2010-09-02 04:45:00,"01","river stage","12.20"
"CDEC","KWK",2010-09-02 05:00:00,"01","river stage","12.13"
"CDEC","KWK",2010-09-02 05:15:00,"01","river stage","12.09"
"CDEC","KWK",2010-09-02 05:30:00,"01","river stage","12.11"
"CDEC","KWK",2010-09-02 05:45:00,"01","river stage","12.12"
"CDEC","KWK",2010-09-02 06:00:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-02 06:15:00,"01","river stage","12.05"
"CDEC","KWK",2010-09-02 06:30:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-02 06:45:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-02 07:00:00,"01","river stage","12.03"
"CDEC","KWK",2010-09-02 07:15:00,"01","river stage","12.04"
"CDEC","KWK",2010-09-02 07:30:00,"01","river stage","12.05"
"CDEC","KWK",2010-09-02 07:45:00,"01","river stage","12.07"
"CDEC","KWK",2010-09-02 08:00:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-02 08:15:00,"01","river stage","12.02"
"CDEC","KWK",2010-09-02 08:30:00,"01","river stage","12.05"
"CDEC","KWK",2010-09-02 08:45:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-02 09:00:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-02 09:15:00,"01","river stage","12.10"
"CDEC","KWK",2010-09-02 09:30:00,"01","river stage","12.11"
"CDEC","KWK",2010-09-02 09:45:00,"01","river stage","12.09"
"CDEC","KWK",2010-09-02 10:00:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-02 10:15:00,"01","river stage","12.05"
"CDEC","KWK",2010-09-02 10:30:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-02 10:45:00,"01","river stage","12.07"
"CDEC","KWK",2010-09-02 11:00:00,"01","river stage","12.03"
"CDEC","KWK",2010-09-02 11:15:00,"01","river stage","12.04"
"CDEC","KWK",2010-09-02 11:30:00,"01","river stage","12.07"
"CDEC","KWK",2010-09-02 11:45:00,"01","river stage","12.10"
"CDEC","KWK",2010-09-02 12:00:00,"01","river stage","12.22"
"CDEC","KWK",2010-09-02 12:15:00,"01","river stage","12.25"
"CDEC","KWK",2010-09-02 12:30:00,"01","river stage","12.26"
"CDEC","KWK",2010-09-02 12:45:00,"01","river stage","12.26"
"CDEC","KWK",2010-09-02 13:00:00,"01","river stage","12.30"
"CDEC","KWK",2010-09-02 13:15:00,"01","river stage","12.30"
"CDEC","KWK",2010-09-02 13:30:00,"01","river stage","12.34"
"CDEC","KWK",2010-09-02 13:45:00,"01","river stage","12.36"
"CDEC","KWK",2010-09-02 14:00:00,"01","river stage","12.35"
"CDEC","KWK",2010-09-02 14:15:00,"01","river stage","12.32"
"CDEC","KWK",2010-09-02 14:30:00,"01","river stage","12.35"
"CDEC","KWK",2010-09-02 14:45:00,"01","river stage","12.37"
"CDEC","KWK",2010-09-02 15:00:00,"01","river stage","12.37"
"CDEC","KWK",2010-09-02 15:15:00,"01","river stage","12.37"
"CDEC","KWK",2010-09-02 15:30:00,"01","river stage","12.39"
"CDEC","KWK",2010-09-02 15:45:00,"01","river stage","12.39"
"CDEC","KWK",2010-09-02 16:00:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-02 16:15:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-02 16:30:00,"01","river stage","12.44"
"CDEC","KWK",2010-09-02 16:45:00,"01","river stage","12.44"
"CDEC","KWK",2010-09-02 17:00:00,"01","river stage","12.43"
"CDEC","KWK",2010-09-02 17:15:00,"01","river stage","12.43"
"CDEC","KWK",2010-09-02 17:30:00,"01","river stage","12.44"
"CDEC","KWK",2010-09-02 17:45:00,"01","river stage","12.46"
"CDEC","KWK",2010-09-02 18:00:00,"01","river stage","12.46"
"CDEC","KWK",2010-09-02 18:15:00,"01","river stage","12.50"
"CDEC","KWK",2010-09-02 18:30:00,"01","river stage","12.50"
"CDEC","KWK",2010-09-02 18:45:00,"01","river stage","12.53"
"CDEC","KWK",2010-09-02 19:00:00,"01","river stage","12.52"
"CDEC","KWK",2010-09-02 19:15:00,"01","river stage","12.53"
"CDEC","KWK",2010-09-02 19:30:00,"01","river stage","12.54"
"CDEC","KWK",2010-09-02 19:45:00,"01","river stage","12.53"
"CDEC","KWK",2010-09-02 20:00:00,"01","river stage","12.54"
"CDEC","KWK",2010-09-02 20:15:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-02 20:30:00,"01","river stage","12.36"
"CDEC","KWK",2010-09-02 20:45:00,"01","river stage","12.33"
"CDEC","KWK",2010-09-02 21:00:00,"01","river stage","12.34"
"CDEC","KWK",2010-09-02 21:15:00,"01","river stage","12.36"
"CDEC","KWK",2010-09-02 21:30:00,"01","river stage","12.35"
"CDEC","KWK",2010-09-02 21:45:00,"01","river stage","12.29"
"CDEC","KWK",2010-09-02 22:00:00,"01","river stage","12.31"
"CDEC","KWK",2010-09-02 22:15:00,"01","river stage","12.23"
"CDEC","KWK",2010-09-02 22:30:00,"01","river stage","12.19"
"CDEC","KWK",2010-09-02 22:45:00,"01","river stage","12.16"
"CDEC","KWK",2010-09-02 23:00:00,"01","river stage","12.17"
"CDEC","KWK",2010-09-02 23:15:00,"01","river stage","12.17"
"CDEC","KWK",2010-09-02 23:30:00,"01","river stage","12.16"
"CDEC","KWK",2010-09-02 23:45:00,"01","river stage","12.17"
"CDEC","KWK",2010-09-03 00:00:00,"01","river stage","12.15"
"CDEC","KWK",2010-09-03 00:15:00,"01","river stage","12.17"
"CDEC","KWK",2010-09-03 00:30:00,"01","river stage","12.15"
"CDEC","KWK",2010-09-03 00:45:00,"01","river stage","12.10"
"CDEC","KWK",2010-09-03 01:00:00,"01","river stage","12.05"
"CDEC","KWK",2010-09-03 01:15:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-03 01:30:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-03 01:45:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-03 02:00:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-03 02:15:00,"01","river stage","12.09"
"CDEC","KWK",2010-09-03 02:30:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-03 02:45:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-03 03:00:00,"01","river stage","12.04"
"CDEC","KWK",2010-09-03 03:15:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-03 03:30:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-03 03:45:00,"01","river stage","12.04"
"CDEC","KWK",2010-09-03 04:00:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-03 04:15:00,"01","river stage","12.03"
"CDEC","KWK",2010-09-03 04:30:00,"01","river stage","12.07"
"CDEC","KWK",2010-09-03 04:45:00,"01","river stage","12.11"
"CDEC","KWK",2010-09-03 05:00:00,"01","river stage","12.04"
"CDEC","KWK",2010-09-03 05:15:00,"01","river stage","12.05"
"CDEC","KWK",2010-09-03 05:30:00,"01","river stage","12.09"
"CDEC","KWK",2010-09-03 05:45:00,"01","river stage","12.07"
"CDEC","KWK",2010-09-03 06:00:00,"01","river stage","11.97"
"CDEC","KWK",2010-09-03 06:15:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-03 06:30:00,"01","river stage","12.10"
"CDEC","KWK",2010-09-03 06:45:00,"01","river stage","12.11"
"CDEC","KWK",2010-09-03 07:00:00,"01","river stage","12.07"
"CDEC","KWK",2010-09-03 07:15:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-03 07:30:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-03 07:45:00,"01","river stage","12.08"
"CDEC","KWK",2010-09-03 08:00:00,"01","river stage","12.06"
"CDEC","KWK",2010-09-03 08:15:00,"01","river stage","12.04"
"CDEC","KWK",2010-09-03 08:30:00,"01","river stage","12.07"
"CDEC","KWK",2010-09-03 08:45:00,"01","river stage","12.15"
"CDEC","KWK",2010-09-03 09:00:00,"01","river stage","12.16"
"CDEC","KWK",2010-09-03 09:15:00,"01","river stage","12.15"
"CDEC","KWK",2010-09-03 09:30:00,"01","river stage","12.17"
"CDEC","KWK",2010-09-03 09:45:00,"01","river stage","12.18"
"CDEC","KWK",2010-09-03 10:00:00,"01","river stage","12.13"
"CDEC","KWK",2010-09-03 10:15:00,"01","river stage","12.16"
"CDEC","KWK",2010-09-03 10:30:00,"01","river stage","12.18"
"CDEC","KWK",2010-09-03 10:45:00,"01","river stage","12.17"
"CDEC","KWK",2010-09-03 11:00:00,"01","river stage","12.15"
"CDEC","KWK",2010-09-03 11:15:00,"01","river stage","12.15"
"CDEC","KWK",2010-09-03 11:30:00,"01","river stage","12.17"
"CDEC","KWK",2010-09-03 11:45:00,"01","river stage","12.18"
"CDEC","KWK",2010-09-03 12:00:00,"01","river stage","12.16"
"CDEC","KWK",2010-09-03 12:15:00,"01","river stage","12.20"
"CDEC","KWK",2010-09-03 12:30:00,"01","river stage","12.22"
"CDEC","KWK",2010-09-03 12:45:00,"01","river stage","12.23"
"CDEC","KWK",2010-09-03 13:00:00,"01","river stage","12.22"
"CDEC","KWK",2010-09-03 13:15:00,"01","river stage","12.18"
"CDEC","KWK",2010-09-03 13:30:00,"01","river stage","12.23"
"CDEC","KWK",2010-09-03 13:45:00,"01","river stage","12.25"
"CDEC","KWK",2010-09-03 14:00:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-03 14:15:00,"01","river stage","12.25"
"CDEC","KWK",2010-09-03 14:30:00,"01","river stage","12.26"
"CDEC","KWK",2010-09-03 14:45:00,"01","river stage","12.29"
"CDEC","KWK",2010-09-03 15:00:00,"01","river stage","12.29"
"CDEC","KWK",2010-09-03 15:15:00,"01","river stage","12.32"
"CDEC","KWK",2010-09-03 15:30:00,"01","river stage","12.34"
"CDEC","KWK",2010-09-03 15:45:00,"01","river stage","12.33"
"CDEC","KWK",2010-09-03 16:00:00,"01","river stage","12.30"
"CDEC","KWK",2010-09-03 16:15:00,"01","river stage","12.34"
"CDEC","KWK",2010-09-03 16:30:00,"01","river stage","12.35"
"CDEC","KWK",2010-09-03 16:45:00,"01","river stage","12.33"
"CDEC","KWK",2010-09-03 17:00:00,"01","river stage","12.38"
"CDEC","KWK",2010-09-03 17:15:00,"01","river stage","12.38"
"CDEC","KWK",2010-09-03 17:30:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-03 17:45:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-03 18:00:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-03 18:15:00,"01","river stage","12.48"
"CDEC","KWK",2010-09-03 18:30:00,"01","river stage","12.46"
"CDEC","KWK",2010-09-03 18:45:00,"01","river stage","12.45"
"CDEC","KWK",2010-09-03 19:00:00,"01","river stage","12.46"
"CDEC","KWK",2010-09-03 19:15:00,"01","river stage","12.49"
"CDEC","KWK",2010-09-03 19:30:00,"01","river stage","12.44"
"CDEC","KWK",2010-09-03 19:45:00,"01","river stage","12.34"
"CDEC","KWK",2010-09-03 20:00:00,"01","river stage","12.33"
"CDEC","KWK",2010-09-03 20:15:00,"01","river stage","12.32"
"CDEC","KWK",2010-09-03 20:30:00,"01","river stage","12.26"
"CDEC","KWK",2010-09-03 20:45:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-03 21:00:00,"01","river stage","12.30"
"CDEC","KWK",2010-09-03 21:15:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-03 21:30:00,"01","river stage","12.25"
"CDEC","KWK",2010-09-03 21:45:00,"01","river stage","12.27"
"CDEC","KWK",2010-09-03 22:00:00,"01","river stage","12.26"
"CDEC","KWK",2010-09-03 22:15:00,"01","river stage","12.27"
"CDEC","KWK",2010-09-03 22:30:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-03 22:45:00,"01","river stage","12.31"
"CDEC","KWK",2010-09-03 23:00:00,"01","river stage","12.29"
"CDEC","KWK",2010-09-03 23:15:00,"01","river stage","12.28"
"CDEC","KWK",2010-09-03 23:30:00,"01","river stage","12.32"
"CDEC","KWK",2010-09-03 23:45:00,"01","river stage","12.29"
"CDEC","KWK",2010-09-04 00:00:00,"01","river stage","12.33"
"CDEC","KWK",2010-09-04 00:15:00,"01","river stage","12.38"
"CDEC","KWK",2010-09-04 00:30:00,"01","river stage","12.38"
"CDEC","KWK",2010-09-04 00:45:00,"01","river stage","12.34"
"CDEC","KWK",2010-09-04 01:00:00,"01","river stage","12.35"
"CDEC","KWK",2010-09-04 01:15:00,"01","river stage","12.31"
"CDEC","KWK",2010-09-04 01:30:00,"01","river stage","12.37"
"CDEC","KWK",2010-09-04 01:45:00,"01","river stage","12.42"
"CDEC","KWK",2010-09-04 02:00:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-04 02:15:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-04 02:30:00,"01","river stage","12.42"
"CDEC","KWK",2010-09-04 02:45:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-04 03:00:00,"01","river stage","12.42"
"CDEC","KWK",2010-09-04 03:15:00,"01","river stage","12.43"
"CDEC","KWK",2010-09-04 03:30:00,"01","river stage","12.42"
"CDEC","KWK",2010-09-04 03:45:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-04 04:00:00,"01","river stage","12.45"
"CDEC","KWK",2010-09-04 04:15:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-04 04:30:00,"01","river stage","12.43"
"CDEC","KWK",2010-09-04 04:45:00,"01","river stage","12.51"
"CDEC","KWK",2010-09-04 05:00:00,"01","river stage","12.44"
"CDEC","KWK",2010-09-04 05:15:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-04 05:30:00,"01","river stage","12.42"
"CDEC","KWK",2010-09-04 05:45:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-04 06:00:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-04 06:15:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-04 06:30:00,"01","river stage","12.39"
"CDEC","KWK",2010-09-04 06:45:00,"01","river stage","12.42"
"CDEC","KWK",2010-09-04 07:00:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-04 07:15:00,"01","river stage","12.40"
"CDEC","KWK",2010-09-04 07:30:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-04 07:45:00,"01","river stage","12.41"
"CDEC","KWK",2010-09-04 08:00:00,"01","river stage","12.31"
"CDEC","KWK",2010-09-04 08:15:00,"01","river stage","12.23"
"CDEC","KWK",2010-09-04 08:30:00,"01","river stage","12.25"
"CDEC","KWK",2010-09-04 08:45:00,"01","river stage","12.23"
"CDEC","KWK",2010-09-04 09:00:00,"01","river stage","12.21"
"CDEC","KWK",2010-09-04 09:15:00,"01","river stage","12.20"
"CDEC","KWK",2010-09-04 09:30:00,"01","river stage","12.24"
"CDEC","KWK",2010-09-04 09:45:00,"01","river stage","12.23"
"CDEC","KWK",2010-09-04 10:00:00,"01","river stage","12.22"
"CDEC","KWK",2010-09-04 10:15:00,"01","river stage","12.21"
